ndc_description,ndc,nadac_per_unit,effective_date,Brand
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.7,2025-07-23,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.17102,2025-07-23,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.38239,2025-07-23,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.38239,2025-07-23,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.21216,2025-07-23,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3374.775,2025-07-23,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3363.78949,2025-07-23,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3374.775,2025-07-23,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.15468,2025-07-23,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6732.57343,2025-07-23,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6735.73524,2025-07-23,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,871.45,2025-07-23,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.95469,2025-07-23,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3204.67,2025-07-23,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-07-23,Hadlima (Organon)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3374.775,2025-07-23,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.7,2025-07-23,Hadlima (Organon)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.21216,2025-07-23,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3374.775,2025-07-23,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6735.73524,2025-07-23,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6732.57343,2025-07-23,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.15468,2025-07-23,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3363.78949,2025-07-23,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,871.45,2025-07-23,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.95469,2025-07-23,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3204.67,2025-07-23,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-07-23,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.7,2025-07-23,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.17102,2025-07-23,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.38239,2025-07-23,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.38239,2025-07-23,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.17102,2025-07-23,Hadlima (Organon)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3374.775,2025-07-23,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3363.78949,2025-07-23,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.15468,2025-07-23,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6732.57343,2025-07-23,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6735.73524,2025-07-23,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,871.45,2025-07-23,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.95469,2025-07-23,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3204.67,2025-07-23,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-07-23,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.7,2025-07-23,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.17102,2025-07-23,Hadlima (Organon)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3364.21216,2025-07-23,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,871.78389,2025-08-20,Unbranded Adalimumab
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.51094,2025-08-20,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.51094,2025-08-20,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3204.67,2025-08-20,Cyltezo (Boehringer)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.83712,2025-08-20,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.83712,2025-08-20,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,871.78389,2025-08-20,Unbranded Adalimumab
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3204.67,2025-08-20,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.51094,2025-08-20,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3204.67,2025-08-20,Cyltezo (Boehringer)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.83712,2025-08-20,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,871.78389,2025-08-20,Unbranded Adalimumab
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6735.73524,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.60333,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.98165,2025-08-20,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.11051,2025-08-20,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3371.06643,2025-08-20,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3363.98773,2025-08-20,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.01476,2025-08-20,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.69402,2025-08-20,Hadlima (Organon)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.98165,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.60333,2025-08-20,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.51094,2025-08-20,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.83712,2025-08-20,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,871.78389,2025-08-20,Unbranded Adalimumab
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6735.73524,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.60333,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6735.73524,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.98165,2025-08-20,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.11051,2025-08-20,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3371.06643,2025-08-20,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3363.98773,2025-08-20,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.01476,2025-08-20,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,871.78389,2025-08-20,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.83712,2025-08-20,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3204.67,2025-08-20,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3204.67,2025-08-20,Cyltezo (Boehringer)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.69402,2025-08-20,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.51094,2025-08-20,Hadlima (Organon)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.11051,2025-08-20,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.69402,2025-08-20,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.69402,2025-08-20,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.01476,2025-08-20,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.01476,2025-08-20,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3363.98773,2025-08-20,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3371.06643,2025-08-20,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.11051,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.98165,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.60333,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6735.73524,2025-08-20,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,871.78389,2025-08-20,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.83712,2025-08-20,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3204.67,2025-08-20,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.69402,2025-08-20,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.51094,2025-08-20,Hadlima (Organon)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3363.98773,2025-08-20,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3371.06643,2025-08-20,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.01476,2025-08-20,Humira (AbbVie)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6735.73524,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.60333,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.98165,2025-08-20,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.11051,2025-08-20,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3371.06643,2025-08-20,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3363.98773,2025-08-20,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.01476,2025-08-20,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.69402,2025-08-20,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3363.98773,2025-08-20,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3371.06643,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6735.73524,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6735.73524,2025-08-20,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.51094,2025-08-20,Hadlima (Organon)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3371.06643,2025-08-20,Humira (AbbVie)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.60333,2025-08-20,Humira (AbbVie)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,630.5475,2025-08-20,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3204.67,2025-08-20,Cyltezo (Boehringer)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,871.78389,2025-08-20,Unbranded Adalimumab
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.69402,2025-08-20,Hadlima (Organon)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.98165,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.60333,2025-08-20,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3363.98773,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.98165,2025-08-20,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.83712,2025-08-20,Unbranded Adalimumab
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.11051,2025-08-20,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.01476,2025-08-20,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.69402,2025-08-20,Hadlima (Organon)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.83712,2025-08-20,Unbranded Adalimumab
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3371.06643,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6735.73524,2025-08-20,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3363.98773,2025-08-20,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.51094,2025-08-20,Hadlima (Organon)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.11051,2025-08-20,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,871.78389,2025-08-20,Unbranded Adalimumab
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.01476,2025-08-20,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.11051,2025-08-20,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3362.98165,2025-08-20,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3204.67,2025-08-20,Cyltezo (Boehringer)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.60333,2025-08-20,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3371.06643,2025-09-17,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.77483,2025-09-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.9888,2025-09-17,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1256.09115,2025-09-17,Hadlima (Organon)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.95614,2025-09-17,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.68899,2025-09-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.9888,2025-09-17,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-09-17,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.9436,2025-09-17,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.49056,2025-09-17,Unbranded Adalimumab
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3371.06643,2025-09-17,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.68899,2025-09-17,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6733.49216,2025-09-17,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6733.49216,2025-09-17,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.95614,2025-09-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.9888,2025-09-17,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3371.06643,2025-09-17,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.68899,2025-09-17,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.77483,2025-09-17,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3202.51714,2025-09-17,Cyltezo (Boehringer)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-09-17,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3371.06643,2025-09-17,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6733.49216,2025-09-17,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-09-17,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6733.49216,2025-09-17,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.95614,2025-09-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.9888,2025-09-17,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3371.06643,2025-09-17,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.68899,2025-09-17,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.77483,2025-09-17,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1256.09115,2025-09-17,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.00938,2025-09-17,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3202.51714,2025-09-17,Cyltezo (Boehringer)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.9436,2025-09-17,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.49056,2025-09-17,Unbranded Adalimumab
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-09-17,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6733.49216,2025-09-17,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.95614,2025-09-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.9888,2025-09-17,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.00938,2025-09-17,Hadlima (Organon)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.68899,2025-09-17,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.77483,2025-09-17,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1256.09115,2025-09-17,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.00938,2025-09-17,Hadlima (Organon)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-09-17,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3202.51714,2025-09-17,Cyltezo (Boehringer)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.9436,2025-09-17,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.49056,2025-09-17,Unbranded Adalimumab
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.95614,2025-09-17,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.77483,2025-09-17,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.00938,2025-09-17,Hadlima (Organon)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.9436,2025-09-17,Unbranded Adalimumab
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.68899,2025-09-17,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.77483,2025-09-17,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1256.09115,2025-09-17,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.00938,2025-09-17,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3202.51714,2025-09-17,Cyltezo (Boehringer)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.9436,2025-09-17,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3202.51714,2025-09-17,Cyltezo (Boehringer)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-09-17,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6733.49216,2025-09-17,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.95614,2025-09-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.9888,2025-09-17,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3371.06643,2025-09-17,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.68899,2025-09-17,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.77483,2025-09-17,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1256.09115,2025-09-17,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.00938,2025-09-17,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3202.51714,2025-09-17,Cyltezo (Boehringer)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.49056,2025-09-17,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.9436,2025-09-17,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3202.51714,2025-09-17,Cyltezo (Boehringer)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1256.00938,2025-09-17,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1256.09115,2025-09-17,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3365.77483,2025-09-17,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3371.06643,2025-09-17,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.68899,2025-09-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.9888,2025-09-17,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.95614,2025-09-17,Humira (AbbVie)
